pseudo_sentence,gold_cd,sentence
"Verse 30: ""Why should I exalt you, Lord? You have lifted me up and have not let my enemies rejoice over me.",<unk> # thirty|30 # full stop|. # lord # comma|pause # you|you're # i|me # high|exalted # shall # ?|question # why|for what reason # comma|pause # because|since # you|you're # already|previously # deliver|delivered # i|me # full stop|. # my # enemies|enemy # <unk> # comma|pause # you|you're # refuse|refuses # suffered|endured # you all|you guys # <unk> # i|me # full stop|.,"Verse 1: &lt;&lt;A Psalm. A Song for the Dedication of the Temple. By David.&gt;&gt; I will extol you, Yahweh, for you have raised me up, and have not made my foes to rejoice over me."
"Chapter 6: That Jesus left the country. Did he leave Nazareth, his hometown, again to go with his disciples?",chapter # 6|six # full stop|. # that|that one # slice|portion # country|countries # jesus|christ # left|leave # ?|question # nazareth # comma|pause # theirs|your # home|dwelling # city|town # comma|pause # again|repeat # you|who # go|go to # with|by # theirs|your # disciples|followers # full stop|.,"Verse 1: He went out from there. He came into his own country, and his disciples followed him."
"Chapter 2. My watchtower stands; I will wait to see what the Lord will say, how He will reply to my complaint.",chapter # 2|two # full stop|. # my # tower|towers # watch|watches # comma|pause # i|me # future|will # upstairs|upper floor # comma|pause # stand|stall # my|mine # safe|secure # places|place # full stop|. # he|you # i|me # direct|wilt # wait|delay # see|sight # <unk> # lord|god # saying|says # comma|pause # how|howdy # god|he # direct|wilt # reply|answer # my|mine # complain|object # full stop|.,"Verse 1: I will stand at my watch, and set myself on the ramparts, and will look out to see what he will say to me, and what I will answer concerning my complaint."
Chapter one. This letter is from Paul. Are you following Jesus Christ? I wrote this. Who are the holy people you are faithful followers of Jesus Christ?,chapter # 1|one # full stop|. # this|these # letter|correspondence # comma|pause # from|starting from # <unk> # ?|question # paul # ?|question # lord|god # ways|way # comma|pause # god|he # already|previously # <unk> # <unk> # become|becomes # follower|fan # christ|jesus # jesus|christ # full stop|. # me|myself # wrote|written # who|whom # ?|question # <unk> # holy|holiness # people|folks # you|her # <unk> # ?|question # you all|you guys # faith|conviction # followers|adherents # of|by # christ|jesus # jesus|christ # full stop|.,"Verse 1: Paul, an apostle of Christ Jesus through the will of God, to the saints who are at Ephesus, and the faithful in Christ Jesus:"
"Verse 1: The elder, To the beloved Gaius, whom I love in truth.",verse|passage # 1|one # full stop|. # this|these # letter|correspondence # from|starting from # john|john the apostle # comma|pause # elder|senior # leader|elder # full stop|. # me|myself # writing|authorship # <unk> # gaius|(see romans 16:23) # ?|question # my|mine # dear|beloved # friend|pal # comma|pause # i|me # love|adore # inside|in # truth|verity # full stop|.,"Verse 1: The elder to Gaius the beloved, whom I love in truth."
"Verse 20: Behold, I stand at the door and knock. If anyone hears my voice and opens the door, I will come in to him and dine with him, and he with me.",verse|passage # twenty|20 # full stop|. # <unk> # !|exclamation # <unk> # knock|knocking # full stop|. # if|in case # my|mine # voice|vocal # you|her # listen|hear # comma|pause # <unk> # open-door|door-open # comma|pause # then|thereby # i|me # enter|input # ?|question # <unk> # direct|wilt # share|portion # eat|sup # together|in unison # like-2|like 2 # friends|buddies # full stop|.,"Verse 20: Behold, I stand at the door and knock. If anyone hears my voice and opens the door, then I will come in to him, and will dine with him, and he with me."
"Verse 20: The tongue of the righteous is choice silver, but the heart of the wicked is of little value.",verse 20 # full stop|. # <unk> # people|folks # word|vocabulary # as|because # sterling|british pound # silver # comma|pause # <unk> # heart|cardiac # worthless|useless # full stop|.,Verse 20: The tongue of the righteous is like choice silver. The heart of the wicked is of little worth.
"Verse 20: Yes, the day of the Lord will come as a thief in the night, in which the heavens will pass away with a great noise, and the elements will melt with fervent heat; the earth also and the works that are therein shall be burned up.",verse 20 # full stop|. # yes|yeah # comma|pause # day|24 hours # of|about # lord # direct|wilt # dark|night # comma|pause # without|lack # hope|trust # comma|pause # <unk> # tiny|little # happy|joyful # then|next # hope|trust # full stop|.,"Verse 20: Won't the day of Yahweh be darkness, and not light? Even very dark, and no brightness in it?"
"Verse 20: But you are not the same. Why? One is holy, God's spirit is in you. Have you forgotten? Actually, you are all familiar.",verse|passage # twenty|20 # full stop|. # although|but # you all|you guys # not|dis # same|identical # ?|question # why|for what reason # comma|pause # holy|holiness # 1|one # comma|pause # god|he # soul|spirit # god|he # already|previously # <unk> # you all|you guys # ?|question # in fact|actually # comma|pause # all|every # you all|these # acquainted|familiar # full stop|.,"Verse 20: You have an anointing from the Holy One, and you all have knowledge."
"Verse 20: Our priests guide us, our elders lead us. Are you leading them to condemn to death? Are you executing them?",verse|passage # twenty|20 # full stop|. # <unk> # our|belongs to us # leads|guide # priests|clergymen # comma|pause # <unk> # <unk> # elders|leaders # comma|pause # <unk> # you all|them # <unk> # to|for # purpose|intend # condemn|curse # death|dying # ?|question # <unk> # crucify|execute # you|who # full stop|.,"Verse 20: and how the chief priests and our rulers delivered him up to be condemned to death, and crucified him."
"Verse 1: Death, dying. Why?",verse|poem # <unk> # full stop|. # <unk> # <unk> # <unk> # death|dying # comma|pause # <unk> # <unk> # comma|pause # <unk> # <unk> # <unk> # ?|question # <unk> # <unk> # <unk> # <unk> # comma|pause # <unk> # you|who # <unk> # full stop|.,"Verse 21: For as the Father raises the dead and gives them life, even so the Son also gives life to whom he desires."
"Verse 21: He made Him who knew no sin to be sin on our behalf, so that we might become the righteousness of God in Him.",verse|passage # 21|twenty-one # full stop|. # <unk> # never|not ever # sin|transgression # ?|question # <unk> # make|made # christ|jesus # become|becomes # offer|propose # to|for # our|belongs to us # sin|transgression # comma|pause # so|thus # we|us # able|possible # become|becomes # <unk> # with|by # <unk> # <unk> # christ|jesus # full stop|.,Verse 21: For him who knew no sin he made to be sin on our behalf; so that in him we might become the righteousness of God.
"Verse 1: The Lord called Samuel again the third time. And he arose and went to Eli, and said, ""Here I am, for you called me."" Then Eli perceived that the Lord had called the boy. Therefore Eli said to Samuel, ""Go, lie down; and it shall be, if He calls you, that you must say, 'Speak, Lord, for Your servant hears.'"" So Samuel went and lay down in his place. And the Lord came and stood, and called as at other times, ""Samuel! Samuel!"" Then Samuel answered, ""Speak, for Your servant hears."" And the Lord said to Samuel, ""Behold, I will do something in Israel at which both ears of everyone who hears it will tingle. In that day I will perform against Eli all that I have spoken concerning his house, from beginning to end.",verse|passage # <unk> # full stop|. # <unk> # call|summon # <unk> # <unk> # comma|pause # <unk> # !|exclamation # <unk> # !|exclamation # <unk> # <unk> # <unk> # you all|you guys # enter|input # question|query # full stop|. # <unk> # comma|pause # <unk> # <unk> # truly|certainly # action|actions # my|mine # <unk> # father|dad # god|he # plan|scheme # ?|question # <unk> # direct|wilt # enter|input # full stop|.,"Verse 21: Not everyone who says to me, 'Lord, Lord,' will enter into the Kingdom of Heaven; but he who does the will of my Father who is in heaven."
"Verse 21: At that time, when you depart, when you say, when I came again, if I endured, then you depart from Ephesus, initiate the journey by boat.",verse|passage # 21|twenty-one # full stop|. # <unk> # comma|pause # during|at that time # you|who # leave|depart # comma|pause # you|who # saying|says # comma|pause # <unk> # i|me # again|repeat # came|arrived # comma|pause # if|in case # <unk> # suffered|endured # full stop|. # then|it # ephesus # you|who # leave|depart # comma|pause # start|initiate # boat|vessel # full stop|.,"Verse 21: but taking his leave of them, and saying, ""I must by all means keep this coming feast in Jerusalem, but I will return again to you if God wills,"" he set sail from Ephesus."
"Verse 1: This is what these regulations teach us about, and it will only lead to further ungodliness.",verse|passage # <unk> # full stop|. # this # rules|regulations # only|just # body|flesh # teach|teaches # about|concerning # things|objects # comma|pause # we|us # <unk> # comma|pause # it|itself # become|becomes # worsen|deteriorate # full stop|.,"Verse 22: (all of which perish with use), according to the precepts and doctrines of men?"
"Verse 1: The Gentiles are living in your land. Will you come, move, and ask? Oh, who is she, David? Oh, who is the girl who controls you? Who is she, who is oppressed?",verse|passage # <unk> # full stop|. # <unk> # gentiles|non-jews # living|live # he|you # ?|question # he|you # come|coming # comma|pause # move|shift # comma|pause # ask|asking # comma|pause # <unk> # i|me # oh|ohh # <unk> # comma|pause # he|she # david # <unk> # you|who # !|exclamation # <unk> # daughter|girl # comma|pause # <unk> # control|dominate # he|you # ?|question # <unk> # <unk> # comma|pause # oppressed|persecuted # full stop|.,"Verse 22: Behold, a Canaanite woman came out from those borders, and cried, saying, ""Have mercy on me, Lord, you son of David! My daughter is severely demonized!"""
"Verse 22: Are your preaching abilities becoming stronger? Is your belief in Jesus Christ as the true Messiah genuine? In Damascus, the Hebrew descendants of Abraham cannot find fault with you.",verse|passage # 22|twenty-two # full stop|. # <unk> # preach|sermonize # become|becomes # more|additional # muscle|strong # ?|question # theirs|your # <unk> # jesus|christ # truly|true # messiah|savior # comma|pause # damascus|syria # hebrew|descendants of abraham # can't|cannot # <unk> # you|who # incorrect|wrong # full stop|.,"Verse 22: But Saul increased more in strength, and confounded the Jews who lived at Damascus, proving that this is the Christ."
Verse 14: The word of prophecy will be fulfilled in due time.,verse|passage # <unk> # full stop|. # <unk> # future|will # a length of time|a period of time # <unk> # revenge|retribution # ?|question # <unk> # word|vocabulary # of|by # prophecies|prophesy # future|will # become|becomes # completed|finished # full stop|.,"Verse 22: For these are days of vengeance, that all things which are written may be fulfilled."
I cannot provide assistance with the given input as it contains too many unknown or unidentifiable elements.,verse|poem # <unk> # full stop|. # <unk> # <unk> # comma|pause # <unk> # comma|pause # i|me # <unk> # comma|pause # i|me # <unk> # finish|complete # full stop|.,"Verse 22: Pilate answered, ""What I have written, I have written."""
"Verse 22: Let every man be swift to hear, slow to speak, and slow to anger.",verse|passage # 22|twenty-two # full stop|. # <unk> # do|perform # full stop|. # <unk> # direct|wilt # truly|true # listen|hear # you|her # finish|complete # come|coming # full stop|.,"Verse 22: What then? The assembly must certainly meet, for they will hear that you have come."
"Verse 23: He who is faithful in what is least is faithful also in much, and he who is unjust in what is least is unjust also in much. If therefore you have not been faithful in the unrighteous mammon, who will commit to your trust the true riches? And if you have not been faithful in what is another man's, who will give you what is your own?",verse|passage # 23|twenty-three # full stop|. # <unk> # you|who # saying|says # comma|pause # <unk> # action|actions # comma|pause # my # servant|bondman # good|well # comma|pause # faith|conviction # you|her # full stop|. # <unk> # small|little # things|objects # you|her # faith|conviction # action|actions # ?|question # <unk> # current|now # many|numerous # more|additional # responsibilities|obligation # i|me # <unk> # full stop|. # <unk> # <unk> # together|in unison # !|exclamation,"Verse 23: ""His lord said to him, 'Well done, good and faithful servant. You have been faithful over a few things, I will set you over many things. Enter into the joy of your lord.'"
Verse 23: The heart of the wise makes his speech judicious and adds persuasiveness to his lips.,verse23 # full stop|. # wisdom|knowledge # people|folks # not|do not # show|exhibits # their|pronoun # knows|know # comma|pause # but|however # <unk> # announce|declare # their|theirs # foolish|silly # full stop|.,"Verse 23: A prudent man keeps his knowledge, but the hearts of fools proclaim foolishness."
"Verse 23: ""You must be the change you wish to see in the world."" - Mahatma Gandhi.",verse|passage # 23|twenty-three # full stop|. # <unk> # comma|pause # <unk> # comma|pause # <unk> # important|crucial # you|who # ?|question # <unk> # comma|pause # <unk> # comma|pause # <unk> # important|crucial # you|who # full stop|.,"Verse 23: Life is more than food, and the body is more than clothing."
"Verse 23: Then the boat, with Jesus on board, and His disciples, started sailing.",verse|passage # 23|twenty-three # full stop|. # then|it # boat|ship # comma|pause # jesus|christ # board|get on # with|by # disciple|follower of christ # comma|pause # start|initiate # <unk> # sail|sailing # full stop|.,"Verse 23: When he got into a boat, his disciples followed him."
"Verse 23: But what the prophets said would happen, did happen: Jesus was betrayed. You who have received the law that was given through angels but have not obeyed it.",verse|passage # 23|twenty-three # full stop|. # but|however # <unk> # <unk> # future|will # happen|occur # ?|question # his|he # ways|way # <unk> # before|prior # ?|question # <unk> # ?|question # happen|occur # jesus|christ # experience|known # betray|betrayer # full stop|. # <unk> # oppose|opposing # law|legislation # <unk> # help|assistance # comma|pause # <unk> # you all|you guys # <unk> # <unk> # you|who # comma|pause # <unk> # full stop|.,"Verse 23: him, being delivered up by the determined counsel and foreknowledge of God, you have taken by the hand of lawless men, crucified and killed;"
Verse 24: Praise be to God because of me.,verse|passage # twenty-four|24 # full stop|. # <unk> # glory to god|praise # <unk> # because|since # of|o-f # me|myself # full stop|.,Verse 24: And they glorified God in me.
"Verse 24: I called you all, but you did not come. I reached out to you, but you did not respond.",verse 24 # full stop|. # <unk> # 000|million # i|me # summons|summon # you all|these # comma|pause # but|however # you all|these # not|dis # came|arrived # full stop|. # <unk> # reach|achieve # you all|these # comma|pause # but|however # you all|these # <unk> # full stop|.,"Verse 24: Because I have called, and you have refused; I have stretched out my hand, and no one has paid attention;"
Verse 24: And I am confident in the Lord that I myself will come soon.,verse|passage # twenty-four|24 # full stop|. # also|after all # i|me # have|had # strong|powerful # from|starting from # lord # comma|pause # <unk> # me|myself # myself|personal # come|coming # <unk> # you all|you guys # full stop|.,Verse 24: But I trust in the Lord that I myself also will come shortly.
Verse 24: The word of the Lord continued to spread. Have many new believers had?,verse|passage # twenty-four|24 # full stop|. # <unk> # comma|pause # <unk> # word|words # continue|continued # spread|spreads # ?|question # have|had # many|numerous # new|fresh # believers|followers # full stop|.,Verse 24: But the word of God grew and multiplied.
Verse 24: Let us consider how to encourage one another in love and good works.,verse|passage # twenty-four|24 # full stop|. # let|allow # we|us # consider|wondering # ways|roads # encourage|motivate # each other|social # behave|act # things|objects # concerning|related # love|adore # comma|pause # good|well # work|working # full stop|.,"Verse 24: Let us consider how to provoke one another to love and good works,"
"Verse 24: Matthat, the son of Levi, the son of Melki, the son of Jannai.",verse|passage # twenty-four|24 # full stop|. # <unk> # comma|pause # theirs|your # father|dad # matthat # full stop|. # <unk> # comma|pause # their left|their left side # father|dad # levi # full stop|. # <unk> # comma|pause # theirs|your # father|dad # melki # full stop|. # <unk> # comma|pause # their left|their left side # father|dad # jannai # full stop|. # <unk> # comma|pause # theirs|your # father|dad # <unk> # full stop|.,"Verse 24: the son of Matthat, the son of Levi, the son of Melchi, the son of Jannai, the son of Joseph,"
"Verse 25: But I have nothing to tell you at this time, nor do I desire to change anything. Does she still exist?",verse|passage # twenty-five|25 # full stop|. # but|however # <unk> # tell|inform # comma|pause # <unk> # to|towards # comma|pause # <unk> # during|at that time # <unk> # living|live # comma|pause # <unk> # to|towards # want|desire # comma|pause # <unk> # <unk> # ?|question # <unk> # have|had # nothing|none # full stop|. # <unk> # change|convert # ?|question # he|she # exist|existence # comma|pause # <unk> # ?|question # <unk> # <unk> # full stop|.,"Verse 25: ""But Abraham said, 'Son, remember that you, in your lifetime, received your good things, and Lazarus, in the same way, bad things. But now here he is comforted and you are in anguish."
"Verse 25: A true witness delivers souls, but a deceitful witness speaks lies.",verse 25 # full stop|. # <unk> # witness|observer # deliver|delivered # living|live # living|live # comma|pause # but|however # fake|false # witness|observer # comma|pause # himself|herself # traitor|betrayer # full stop|.,"Verse 25: A truthful witness saves souls, but a false witness is deceitful."
"Verse 25: It is necessary for believers to conduct themselves in accordance with the instructions we have given in this letter: Do not worship idols, do not eat food sacrificed to them, do not consume blood, do not eat meat from strangled animals, and abstain from sexual immorality.",verse|passage # twenty-five|25 # full stop|. # <unk> # believers|followers # comma|pause # you all # ought to|should # behave|act # things|objects # we|us # already|finish # tell|inform # inside|in # letter|correspondence # colen|: # <unk> # suggest|prompt # idols|icons # comma|pause # <unk> # eat|consume # ?|question # <unk> # drink|drank # blood|bleed # then|next # fleshed|meat # beast|animal # <unk> # comma|pause # also|furthermore # <unk> # sex|intercourse # sin|transgression # full stop|.,"Verse 25: But concerning the Gentiles who believe, we have written our decision that they should observe no such thing, except that they should keep themselves from food offered to idols, from blood, from strangled things, and from sexual immorality."""
"Verse 25: The people were half drunk, and they demanded more. So we enjoyed ourselves! Well, you bring her out to enjoy yourselves between the pillars and the roofs up above, where you stand.",verse 25 # full stop|. # <unk> # people|folks # half|1/2 # drunk|intoxicated # comma|pause # you all|you guys # demand|request # comma|pause # <unk> # comma|pause # <unk> # to|towards # we|us # comma|pause # <unk> # we|us # enjoy|pleasure # !|exclamation # well|good # dungeon|prison # you all|you guys # bring|fetch # you|her # outside|out # to|for # enjoy|pleasure # you all|you guys # comma|pause # between|betwixt # colonnade|pillars # supports|assists # roof|roofs # up there|up above # you all|you guys # <unk> # you|who # stand|stall # full stop|.,"Verse 25: It happened, when their hearts were merry, that they said, ""Call for Samson, that he may entertain us."" They called for Samson out of the prison; and he performed before them. They set him between the pillars;"
"Verse 26: If anyone comes to me and does not hate father and mother, wife and children, brothers and sisters, yes, even their own life, such a person cannot be my disciple.",verse|passage # 26|twenty-six # full stop|. # if|in case # desire|will # become|becomes # my|mine # <unk> # comma|pause # then|thereby # compare|contrast # comma|pause # <unk> # other|else # <unk> # you|her # have to|need to # <unk> # comma|pause # your|yours # parents|father and mother # comma|pause # <unk> # comma|pause # <unk> # comma|pause # <unk> # comma|pause # <unk> # comma|pause # yes|yeah # as well|moreover # their left|their left side # living|live # full stop|. # if # not|dis # comma|pause # <unk> # become|becomes # my|mine # <unk> # full stop|.,"Verse 26: ""If anyone comes to me, and doesn't disregard his own father, mother, wife, children, brothers, and sisters, yes, and his own life also, he can't be my disciple."
"Verse 26: Again he said to them, ""Do you see this? Behold, he is attempting to make peace."" But they said, ""What are you fighting about, brothers?""",verse|passage # 26|twenty-six # full stop|. # <unk> # <unk> # again|repeat # he|you # <unk> # you all|you guys # ?|question # <unk> # israel|israeli # men|males # fight|combat # ?|question # <unk> # see|behold # full stop|. # <unk> # attempt|try # peace|peaceful # maker|creator # full stop|. # <unk> # saying|says # comma|pause # <unk> # comma|pause # you all # brothers|brethren # full stop|. # <unk> # fight|combat # each other|social # huh|what # full stop|.,"Verse 26: ""The day following, he appeared to them as they fought, and urged them to be at peace again, saying, 'Sirs, you are brothers. Why do you wrong one another?'"
"Verse 26: Furthermore, the king knows about these things. I speak boldly, for I am convinced that none of these things are hidden from him; for this has not been done in a corner!",verse|passage # 26|twenty-six # full stop|. # also|furthermore # here|in this place # things|objects # comma|pause # <unk> # agrippa # <unk> # about|concerning # full stop|. # i|me # speak|talk # strong|powerful # comma|pause # because|since # i|me # truly|true # here|in this place # happen|happening # you|her # know|knows # ?|question # you all|you guys # not|dis # happen|occur # <unk> # !|exclamation,"Verse 26: For the king knows of these things, to whom also I speak freely. For I am persuaded that none of these things is hidden from him, for this has not been done in a corner."
"Verse 26: Jesus also said, ""The kingdom of God is like a farmer who plants seeds and scatters them.""",verse|passage # 26|twenty-six # full stop|. # jesus|christ # as well|moreover # saying|says # comma|pause # <unk> # kingdom|nation # like-2|like 2 # farmer|agriculturist # comma|pause # <unk> # plant|plants # comma|pause # <unk> # scatter|disperse # full stop|.,"Verse 26: He said, ""The Kingdom of God is as if a man should cast seed on the earth,"
"Verse 26: Likewise the Spirit also helps in our weaknesses. For we don't know how to pray as we ought, but the Spirit himself makes intercession for us with groanings which can't be uttered.",verse|passage # 26|twenty-six # full stop|. # <unk> # <unk> # comma|pause # our|belongs to us # unstable|insecure # god|he # help me # full stop|. # example # ?|question # what|which # god|deity # desire|will # we|us # prayer|talking to god # about|concerning # ?|question # we|us # don't know|do not know # full stop|. # although|but # holy|holiness # <unk> # prayer|talking to god # to|for # we|us # comma|pause # <unk> # ?|question # word|vocabulary # we|us # cause|reason # <unk> # full stop|.,"Verse 26: In the same way, the Spirit also helps our weaknesses, for we don't know how to pray as we ought. But the Spirit himself makes intercession for us with groanings which can't be uttered."
"Verse 26: Well done. What you say in front of people, you fail to do. Instead, your actions amaze them and make them silent.",verse|passage # 26|twenty-six # full stop|. # well|good # comma|pause # thing|object # you|who # saying|says # in front of|before # people|folks # comma|pause # you all|you guys # fail|failing # <unk> # you|who # full stop|. # instead|rather # comma|pause # theirs|your # <unk> # comma|pause # you all|you guys # amazed|astonished # comma|pause # become|becomes # quiet|silent # full stop|.,"Verse 26: They weren't able to trap him in his words before the people. They marveled at his answer, and were silent."
"Verse 26: Then Saul arrived and attempted to join the disciples, but they were all afraid of him, not believing that he was a true believer!",verse|passage # 26|twenty-six # full stop|. # <unk> # there|these # comma|pause # happen|occur # saul # arrive|reach # comma|pause # you|who # attempt|try # assembly|assemble # with|by # believers|followers # ?|question # you all|you guys # <unk> # <unk> # you|who # full stop|. # <unk> # not|dis # believe|believes # you|who # truly|true # become|becomes # believer|faithful # !|exclamation,"Verse 26: When Saul had come to Jerusalem, he tried to join himself to the disciples; but they were all afraid of him, not believing that he was a disciple."
"Verse 26: The centurion listened to Paul and let him go. The official asked, ""What are you, a Roman citizen?""",verse|passage # 26|twenty-six # full stop|. # happen|result # army|armed forces # listen|hear # comma|pause # you|who # go|goes # boss|official # comma|pause # ask|inquire # comma|pause # do-do # you|who # full stop|. # <unk> # men|males # roman|rome # citizen|citizens # you|her # !|exclamation,"Verse 26: When the centurion heard it, he went to the commanding officer and told him, ""Watch what you are about to do, for this man is a Roman!"""
"Verse 27: Well, you go ahead? Are you meeting the Ethiopian eunuch who had great authority under Candace, queen of the Ethiopians? Have you finished going to Jerusalem? For what purpose? To worship?",verse|passage # twenty-seven|27 # full stop|. # well|good # you|her # proceed|go ahead # ?|question # meet|meeting # ethiopia # <unk> # ?|question # you|who # eunuch # have|had # big|large # muscle|strong # under|below # kandake # comma|pause # queen|monarch # ethiopia # full stop|. # <unk> # finish|complete # go|go to # jerusalem|city of david # ?|question # for-for # ?|question # worship|adore # ?|question,"Verse 27: He arose and went; and behold, there was a man of Ethiopia, a eunuch of great authority under Candace, queen of the Ethiopians, who was over all her treasure, who had come to Jerusalem to worship."
Verse 27: Does he intend to finish what he started? Will he complete it? He will not abandon it.,verse|passage # twenty-seven|27 # full stop|. # <unk> # purpose|intend # <unk> # finish|complete # ?|question # <unk> # comma|pause # he|she # finish|complete # <unk> # ?|question # he|she # not|dis # <unk> # full stop|.,"Verse 27: TEKEL; you are weighed in the balances, and are found wanting."
"Verse 28: Truly, it is God in heaven who reveals mysteries, and He has made known to King Nebuchadnezzar what will happen in the future. Your dream and the visions that passed through your mind while you were asleep are these.",verse|passage # 28|twenty-eight # full stop|. # <unk> # truly|true # <unk> # god|he # heaven|paradise # comma|pause # <unk> # <unk> # <unk> # ?|question # his|his own # already|finish # <unk> # king|master # nebuchadnezzar # things|objects # direct|wilt # happen|occur # full stop|. # <unk> # theirs|your # dream|dreams # comma|pause # <unk> # during|at that time # you|who # sleep|rest # comma|pause # i|me # <unk> # full stop|.,"Verse 28: but there is a God in heaven who reveals secrets, and he has made known to the king Nebuchadnezzar what shall be in the latter days. Your dream, and the visions of your head on your bed, are these:"
"Verse 28: He had five warnings for you, will he not caution you? They will not come upon you if you do not exist in those terrible places of suffering.",verse|passage # 28|twenty-eight # full stop|. # <unk> # have|had # <unk> # 5|five # ?|question # <unk> # desire|will # he|she # warn|caution # you all|these # comma|pause # <unk> # you all|these # not|dis # come|coming # exist|existence # places|place # awful|terrible # suffer|suffering # full stop|.,"Verse 28: for I have five brothers, that he may testify to them, so they won't also come into this place of torment.'"
Verse 2: Mordecai's great victory and promotion were recorded in the book of the chronicles of the kings of Media and Persia.,verse 2 # full stop|. # <unk> # big|large # success|victory # comma|pause # as well|moreover # big|large # mordecai # completed|finished # stories|accounts # comma|pause # king|master # finish|complete # promote|elevate # you|her # comma|pause # all|every # write|writing # record|recording # inside|in # the|judges 15 # book|novel # of|o-f # the|judges 15 # history|past # of|o-f # the|judges 15 # kings # of|o-f # media|medium # and # persia|iran # full stop|.,"Verse 2: All the acts of his power and of his might, and the full account of the greatness of Mordecai, to which the king advanced him, aren't they written in the book of the chronicles of the kings of Media and Persia?"
Verse 2: Let grace and peace be multiplied to you from God our Father and the Lord Jesus Christ.,verse|passage # 2|two # full stop|. # let|allow # <unk> # our|belongs to us # father|dad # as well|moreover # <unk> # jesus|christ # christ|jesus # comma|pause # <unk> # comma|pause # peace|peaceful # <unk> # full stop|.,Verse 2: Grace to you and peace from God our Father and the Lord Jesus Christ.
"Verse 2: And he found a certain Jew named Aquila, born in Pontus, who had recently come from Italy with his wife Priscilla, because Claudius had commanded all the Jews to depart from Rome.",verse|passage # 2|two # full stop|. # <unk> # you|her # become|becomes # knows|know # jewish|hebrew # name|title # aquila # ?|question # he|you # birth|begettest # there|over there # pontus # comma|pause # recent|just # arrive|reach # from|starting from # italy # with|by # pronoun|class project # wife|spouse # priscilla # full stop|. # italy # you all|you guys # leave|depart # ?|question # for for # ?|question # claudius # caesar|emperor of rome # <unk> # <unk> # all|every # roman|rome # hebrew|descendants of abraham # full stop|.,"Verse 2: He found a certain Jew named Aquila, a man of Pontus by race, who had recently come from Italy, with his wife Priscilla, because Claudius had commanded all the Jews to depart from Rome. He came to them,"
"Verse 2: It is good, you who start teaching them.",verse|passage # 2|two # full stop|. # well|good # comma|pause # you|who # start|initiate # teach|instruct # you all|you guys # full stop|.,"Verse 2: He opened his mouth and taught them, saying,"
Verse 2: Then a poor widow came and dropped in two tiny coins.,verse|passage # 2|two # full stop|. # then|it # poor|impoverished # widow|widows # female grownup|woman # <unk> # <unk> # what|which # ?|question # 2|two # tiny|little # <unk> # full stop|.,Verse 2: He saw a certain poor widow casting in two small brass coins.
"Verse 2: My father, my father, the chariots of Israel and its horsemen! Shall I go and inquire of the Lord for you? I have a plan for you. If you see me taken from you, it will be so.",verse|poem # 2|two # full stop|. # <unk> # father|dad # <unk> # comma|pause # <unk> # booths|rooms # <unk> # ?|question # i|me # <unk> # comma|pause # <unk> # to|for # you all|you guys # i|me # plan|scheme # full stop|. # if|in case # that|that one # <unk> # <unk> # comma|pause # i|me # <unk> # clear|transparent # full stop|.,"Verse 2: In my Father's house are many homes. If it weren't so, I would have told you. I am going to prepare a place for you."
"Verse 2: The saying goes, ""The future will never deliver!""",verse|poem # 2|two # full stop|. # <unk> # <unk> # saying|says # comma|pause # <unk> # future|will # never|not ever # deliver|delivered # <unk> # !|exclamation,"Verse 2: Many there are who say of my soul, ""There is no help for him in God ."" Selah."
"Verse 2: My help comes from the Lord, who made heaven and earth!",verse|passage # 2|two # full stop|. # my # help me|help # from|starting from # <unk> # god|he # ?|question # <unk> # comma|pause # earth|planet # god|he # already|previously # create|creating # !|exclamation,"Verse 2: My help comes from Yahweh, who made heaven and earth."
Verse 2: But soon I will go to the Hebrews' tent.,verse|poem # 2|two # full stop|. # although|but # soon|in a little while # <unk> # to|for # hebrew|descendants of abraham # <unk> # tent|tabernacle # comma|pause,"Verse 2: Now the feast of the Jews, the Feast of Booths, was at hand."
"Verse 2: For I decided to know nothing among you except Jesus Christ, and him crucified.",verse|passage # 2|two # full stop|. # <unk> # you|who # inside|in # <unk> # ?|question # among|interwoven # god|deity # god|he # <unk> # you|who # <unk> # honor|honour # full stop|. # <unk> # you|who # ought to|should # comma|pause # <unk> # ?|question # reason|occasion # comma|pause # many|numerous # <unk> # you|who # <unk> # comma|pause # special|especially # i|me # full stop|.,"Verse 2: that you receive her in the Lord, in a way worthy of the saints, and that you assist her in whatever matter she may need from you, for she herself also has been a helper of many, and of my own self."
"Verse 31: However, even though my father demands much from me, will my future actions be known to the world? The person I love knows my father. We depart.",verse|poem # 31|number (cardinal and/or nominal) # full stop|. # but|however # even though|even tho # father|dad # require|demand # from|starting from # me|myself # comma|pause # i|me # future|will # action|actions # ?|question # <unk> # world|earth # future|will # know|knows # i|me # the man i love|the person i love # father|dad # full stop|. # <unk> # comma|pause # we|us # leave|depart # full stop|.,"Verse 31: But that the world may know that I love the Father, and as the Father commanded me, even so I do. Arise, let us go from here."
